id,user_id,source_latitude,source_longitude,source_address,destination_latitude,destination_longitude,destination_address,earliest_departure_time,latest_arrival_time,max_walking_duration_minutes,number_of_riders,same_gender,user_gender,dataset_id
dsalex_5k_osrm-req-002629,dsalex_5k_osrm-user-1290,31.2158369,29.941974,,31.241152,29.9714954,,2025-09-15T16:40:04+00:00,2025-09-15T17:10:45.700000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002630,dsalex_5k_osrm-user-6319,31.2508335,29.984435,,31.2582177,30.0209775,,2025-09-15T16:45:50+00:00,2025-09-15T17:13:11.700000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002631,dsalex_5k_osrm-user-2382,31.311022331742777,30.063314481864264,,31.2619894,29.9968989,,2025-09-15T16:45:58+00:00,2025-09-15T17:19:40.300000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002632,dsalex_5k_osrm-user-5408,31.2144927,29.9457021,,31.2004999,29.882154,,2025-09-15T16:51:45+00:00,2025-09-15T17:15:58.700000+00:00,15,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002633,dsalex_5k_osrm-user-1544,31.1972563,29.9055941,,31.26521,30.0062624,,2025-09-15T16:50:56+00:00,2025-09-15T17:20:07.300000+00:00,15,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002634,dsalex_5k_osrm-user-2606,31.1981166,29.9172604,,31.2433593,29.9818696,,2025-09-15T16:56:42+00:00,2025-09-15T17:22:40.500000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002635,dsalex_5k_osrm-user-1269,31.22237082811741,29.939242809743227,,31.1930152,29.9091907,,2025-09-15T16:52:45+00:00,2025-09-15T17:16:03.300000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002636,dsalex_5k_osrm-user-5781,31.2749094,30.0062183,,31.2202041,29.9666672,,2025-09-15T17:01:18+00:00,2025-09-15T17:21:42.100000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002637,dsalex_5k_osrm-user-7062,31.2463037,29.9669399,,31.2091551,29.8794946,,2025-09-15T16:58:44+00:00,2025-09-15T17:23:32.900000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002638,dsalex_5k_osrm-user-1335,31.2695196,29.9982033,,31.2353262,29.9821215,,2025-09-15T16:52:44+00:00,2025-09-15T17:17:11.200000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002639,dsalex_5k_osrm-user-8475,31.262571445231206,29.997118489204993,,31.2320034,29.9760883,,2025-09-15T17:00:57+00:00,2025-09-15T17:22:13.600000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002640,dsalex_5k_osrm-user-8569,31.2500355,29.9757494,,31.253176,30.0122142,,2025-09-15T16:51:09+00:00,2025-09-15T17:12:32.900000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002641,dsalex_5k_osrm-user-7992,31.313446566003243,30.06723933541476,,31.2136336,29.9206839,,2025-09-15T16:50:50+00:00,2025-09-15T17:37:00.100000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002642,dsalex_5k_osrm-user-4361,31.19184748626183,29.89718017963844,,31.2210731,29.9369636,,2025-09-15T16:45:52+00:00,2025-09-15T17:18:30.800000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002643,dsalex_5k_osrm-user-5159,31.239852,29.9556412,,31.1969349,29.888695,,2025-09-15T16:49:56+00:00,2025-09-15T17:18:08.800000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002644,dsalex_5k_osrm-user-5782,31.2700703,30.0020833,,31.2379932,29.9809953,,2025-09-15T16:46:59+00:00,2025-09-15T17:11:19.500000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002645,dsalex_5k_osrm-user-4918,31.3026351,30.0599655,,31.189204,29.892445,,2025-09-15T16:44:03+00:00,2025-09-15T17:38:48.600000+00:00,10,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002646,dsalex_5k_osrm-user-8661,31.208547929997977,29.913387602315876,,31.2412067,29.9914192,,2025-09-15T16:47:33+00:00,2025-09-15T17:17:33.700000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002647,dsalex_5k_osrm-user-3518,31.223296,29.9418078,,31.224923120401566,29.995151337579557,,2025-09-15T16:45:39+00:00,2025-09-15T17:20:36.700000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002648,dsalex_5k_osrm-user-9468,31.2468033,29.9771482,,31.1855362,29.9069108,,2025-09-15T17:03:53+00:00,2025-09-15T17:25:19.800000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002649,dsalex_5k_osrm-user-1891,31.1956499,29.9000244,,31.2608111,30.0077461,,2025-09-15T16:50:36+00:00,2025-09-15T17:20:06.800000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002650,dsalex_5k_osrm-user-9218,31.2478922,29.9736309,,31.1842581,29.900043,,2025-09-15T16:51:04+00:00,2025-09-15T17:22:18.800000+00:00,15,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002651,dsalex_5k_osrm-user-6051,31.19462878241165,29.896962445026517,,31.216536221757185,29.96642064709895,,2025-09-15T16:57:30+00:00,2025-09-15T17:28:21.100000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002652,dsalex_5k_osrm-user-1545,31.2018734,29.9104184,,31.2266548,29.9682126,,2025-09-15T16:57:59+00:00,2025-09-15T17:24:55.500000+00:00,5,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002653,dsalex_5k_osrm-user-6244,31.2063166,29.9333478,,31.25406,29.9939846,,2025-09-15T16:55:29+00:00,2025-09-15T17:27:41.900000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002654,dsalex_5k_osrm-user-3607,31.240947469237433,29.961656930523397,,31.1970235,29.907867,,2025-09-15T16:40:19+00:00,2025-09-15T17:15:13.800000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002655,dsalex_5k_osrm-user-1937,31.2018205,29.9101858,,31.2323336,29.9749559,,2025-09-15T16:59:52+00:00,2025-09-15T17:28:01.700000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002656,dsalex_5k_osrm-user-2831,31.1974093,29.9115232,,31.2193527,29.975824,,2025-09-15T16:53:10+00:00,2025-09-15T17:21:38.500000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002657,dsalex_5k_osrm-user-3521,31.2235999,29.9468087,,31.1924477,29.9223621,,2025-09-15T16:46:34+00:00,2025-09-15T17:19:56.400000+00:00,10,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002658,dsalex_5k_osrm-user-5722,31.1932417,29.9015173,,31.244481204372175,29.974711134783867,,2025-09-15T16:55:51+00:00,2025-09-15T17:22:29.500000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002659,dsalex_5k_osrm-user-8462,31.2197891,29.9326961,,31.24191385,29.996973699999998,,2025-09-15T16:46:34+00:00,2025-09-15T17:20:50.100000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002660,dsalex_5k_osrm-user-9618,31.2328703,29.9466042,,31.2628137,30.015036,,2025-09-15T16:53:51+00:00,2025-09-15T17:21:27.200000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002661,dsalex_5k_osrm-user-3601,31.2068516,29.9371354,,31.2418666,30.0053798,,2025-09-15T16:46:26+00:00,2025-09-15T17:27:00.400000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002662,dsalex_5k_osrm-user-3839,31.207415,29.9332092,,31.2650434,30.024808,,2025-09-15T16:46:24+00:00,2025-09-15T17:24:43.300000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002663,dsalex_5k_osrm-user-6079,31.2364549,29.9510377,,31.1961503,29.9251792,,2025-09-15T16:53:30+00:00,2025-09-15T17:17:41.600000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002664,dsalex_5k_osrm-user-3841,31.211487,29.9393937,,31.2749553,30.0141386,,2025-09-15T16:54:57+00:00,2025-09-15T17:24:39+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002665,dsalex_5k_osrm-user-7404,31.2676522,30.0050783,,31.2191349,29.9893445,,2025-09-15T16:42:38+00:00,2025-09-15T17:25:45.500000+00:00,10,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002666,dsalex_5k_osrm-user-2604,31.1974477,29.9116902,,31.2579152,30.0059163,,2025-09-15T16:52:06+00:00,2025-09-15T17:29:11.200000+00:00,5,3,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002667,dsalex_5k_osrm-user-8216,31.199504568858362,29.893040702830255,,31.210908963955546,29.941564492571356,,2025-09-15T17:08:16+00:00,2025-09-15T17:20:45+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002668,dsalex_5k_osrm-user-2694,31.27084842035244,30.02107704198794,,31.22693285945328,29.966950246568967,,2025-09-15T16:51:07+00:00,2025-09-15T17:22:46+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002669,dsalex_5k_osrm-user-2496,31.2725169,30.0040111,,31.2285518,29.9681237,,2025-09-15T16:56:22+00:00,2025-09-15T17:22:24.700000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002670,dsalex_5k_osrm-user-4683,31.229736,29.9501499,,31.2197911,29.969489,,2025-09-15T16:55:00+00:00,2025-09-15T17:21:19.100000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002671,dsalex_5k_osrm-user-8168,31.2473108,29.979356,,31.1936081,29.911837,,2025-09-15T16:36:35+00:00,2025-09-15T17:23:01.200000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002672,dsalex_5k_osrm-user-8236,31.2302072,29.9496905,,31.2535012,30.0042284,,2025-09-15T16:41:03+00:00,2025-09-15T17:16:24.700000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002673,dsalex_5k_osrm-user-5987,31.2439359,29.9821849,,31.2731295,30.0135953,,2025-09-15T16:58:17+00:00,2025-09-15T17:25:00.900000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002674,dsalex_5k_osrm-user-2628,31.2705914,29.9952785,,31.20784468866874,29.882658573399784,,2025-09-15T16:44:46+00:00,2025-09-15T17:23:25.500000+00:00,10,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002675,dsalex_5k_osrm-user-3202,31.296259219498374,30.07242569602325,,31.2297993,29.9657585,,2025-09-15T16:50:15+00:00,2025-09-15T17:26:21.800000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002676,dsalex_5k_osrm-user-2197,31.196872843683426,29.89576831971533,,31.2338178,29.9880597,,2025-09-15T16:55:03+00:00,2025-09-15T17:29:36+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002677,dsalex_5k_osrm-user-3169,31.19690370676513,29.897966588274837,,31.2383641,29.9563104,,2025-09-15T17:01:11+00:00,2025-09-15T17:14:07.300000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002678,dsalex_5k_osrm-user-2780,31.24112855909341,29.96438683077276,,31.1871166,29.9093308,,2025-09-15T16:46:59+00:00,2025-09-15T17:21:00.800000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002679,dsalex_5k_osrm-user-6310,31.2620088,29.9923347,,31.1975282,29.9375814,,2025-09-15T16:51:37+00:00,2025-09-15T17:26:58.500000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002680,dsalex_5k_osrm-user-5342,31.2700703,30.0020833,,31.2358724,29.9903042,,2025-09-15T16:54:12+00:00,2025-09-15T17:20:27.500000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002681,dsalex_5k_osrm-user-3964,31.208547929997977,29.913387602315876,,31.2559231,30.0006292,,2025-09-15T16:57:52+00:00,2025-09-15T17:26:41.200000+00:00,0,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002682,dsalex_5k_osrm-user-6364,31.202214019041566,29.90560779310416,,31.2530036,29.9980053,,2025-09-15T16:46:47+00:00,2025-09-15T17:24:12.900000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002683,dsalex_5k_osrm-user-3955,31.1969464,29.8930547,,31.2210029,29.9689122,,2025-09-15T16:51:21+00:00,2025-09-15T17:27:20+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002684,dsalex_5k_osrm-user-4675,31.23758034561527,29.95577557226915,,31.198692,29.9386466,,2025-09-15T16:50:52+00:00,2025-09-15T17:18:00+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002685,dsalex_5k_osrm-user-9544,31.206195186284205,29.921703453944854,,31.2301938,29.9818236,,2025-09-15T16:52:12+00:00,2025-09-15T17:26:06.500000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002686,dsalex_5k_osrm-user-3825,31.1938154,29.9115578,,31.199473732306725,29.943942006747832,,2025-09-15T16:51:01+00:00,2025-09-15T17:21:04.200000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002687,dsalex_5k_osrm-user-7633,31.206951050000004,29.90926285,,31.23917862527839,29.957747075095874,,2025-09-15T16:53:53+00:00,2025-09-15T17:21:19.500000+00:00,15,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002688,dsalex_5k_osrm-user-7677,31.2018734,29.9104184,,31.2533464,29.9809384,,2025-09-15T17:00:09+00:00,2025-09-15T17:25:09.300000+00:00,10,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002689,dsalex_5k_osrm-user-1796,31.1910018,29.9108711,,31.227107042077247,29.974306126432516,,2025-09-15T16:50:10+00:00,2025-09-15T17:31:20.300000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002690,dsalex_5k_osrm-user-9617,31.1975656,29.9111114,,31.2393308,29.9751408,,2025-09-15T16:46:04+00:00,2025-09-15T17:24:12.200000+00:00,10,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002691,dsalex_5k_osrm-user-9158,31.1972563,29.9055941,,31.2563078,30.002557,,2025-09-15T16:59:05+00:00,2025-09-15T17:31:26+00:00,5,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002692,dsalex_5k_osrm-user-5321,31.207335363086816,29.910599254632167,,31.2217477,29.9790273,,2025-09-15T16:53:53+00:00,2025-09-15T17:29:46+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002693,dsalex_5k_osrm-user-3110,31.233665311131045,29.9528042663846,,31.1953138,29.9264773,,2025-09-15T16:53:44+00:00,2025-09-15T17:19:45+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002694,dsalex_5k_osrm-user-8149,31.2011768,29.9006817,,31.2298122,30.001045,,2025-09-15T16:38:44+00:00,2025-09-15T17:27:41.100000+00:00,10,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002695,dsalex_5k_osrm-user-7924,31.2069961,29.8822521,,31.2374494,30.0061259,,2025-09-15T16:52:46+00:00,2025-09-15T17:35:39.200000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002696,dsalex_5k_osrm-user-4458,31.1996144,29.8959445,,31.2588322,29.9842869,,2025-09-15T16:55:04+00:00,2025-09-15T17:24:41.300000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002697,dsalex_5k_osrm-user-1196,31.2133741,29.943616,,31.2307723,29.9823432,,2025-09-15T16:43:32+00:00,2025-09-15T17:17:34.300000+00:00,10,3,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002698,dsalex_5k_osrm-user-5063,31.20687948643691,29.910763130631697,,31.2705684,30.0172105,,2025-09-15T16:42:28+00:00,2025-09-15T17:24:39.900000+00:00,15,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002699,dsalex_5k_osrm-user-7827,31.223002216642772,29.93996633634981,,31.2688674,30.0038955,,2025-09-15T16:51:39+00:00,2025-09-15T17:15:58.300000+00:00,10,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002700,dsalex_5k_osrm-user-2376,31.1965962,29.8972476,,31.21995835382231,29.968659898803303,,2025-09-15T16:45:12+00:00,2025-09-15T17:26:50.500000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002701,dsalex_5k_osrm-user-3272,31.2154119,29.9224286,,31.1894708,29.9119156,,2025-09-15T16:46:22+00:00,2025-09-15T17:13:38.500000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002702,dsalex_5k_osrm-user-6926,31.2252417,29.9549051,,31.2053343,29.9100959,,2025-09-15T16:51:45+00:00,2025-09-15T17:15:56.600000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002703,dsalex_5k_osrm-user-4094,31.1974093,29.9115232,,31.2247648,29.9381424,,2025-09-15T16:53:36+00:00,2025-09-15T17:18:21.900000+00:00,15,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002704,dsalex_5k_osrm-user-3485,31.205679,29.9052365,,31.2263899,29.9820475,,2025-09-15T16:55:04+00:00,2025-09-15T17:23:28+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002705,dsalex_5k_osrm-user-5973,31.195794734608157,29.899738580731153,,31.2271007,29.9824928,,2025-09-15T16:55:37+00:00,2025-09-15T17:26:43.800000+00:00,10,3,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002706,dsalex_5k_osrm-user-6738,31.2126853,29.9394745,,31.2545686,29.9951166,,2025-09-15T17:07:23+00:00,2025-09-15T17:22:46.200000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002707,dsalex_5k_osrm-user-2897,31.2676522,30.0050783,,31.2260556,29.9767043,,2025-09-15T16:49:46+00:00,2025-09-15T17:19:50.800000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002708,dsalex_5k_osrm-user-1028,31.2299351,29.9592561,,31.2690526,30.0059028,,2025-09-15T16:54:17+00:00,2025-09-15T17:24:41+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002709,dsalex_5k_osrm-user-6212,31.2000705,29.9016678,,31.3191249,30.0600649,,2025-09-15T16:59:13+00:00,2025-09-15T17:37:42.400000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002710,dsalex_5k_osrm-user-8277,31.2007209,29.9137899,,31.2408442,29.979957,,2025-09-15T16:54:03+00:00,2025-09-15T17:20:42.400000+00:00,10,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002711,dsalex_5k_osrm-user-3384,31.198781397852237,29.91233088188476,,31.22815585,29.966933649999998,,2025-09-15T16:58:00+00:00,2025-09-15T17:25:15.600000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002712,dsalex_5k_osrm-user-5839,31.1984077,29.8933832,,31.2361249,29.9844703,,2025-09-15T16:52:47+00:00,2025-09-15T17:21:01.400000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002713,dsalex_5k_osrm-user-6361,31.1911004,29.9029881,,31.2366774,29.9801593,,2025-09-15T16:51:35+00:00,2025-09-15T17:25:22.700000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002714,dsalex_5k_osrm-user-9035,31.20687948643691,29.910763130631697,,31.2275264,29.9788785,,2025-09-15T16:52:34+00:00,2025-09-15T17:21:36.300000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002715,dsalex_5k_osrm-user-1290,31.2000169,29.898874,,31.2350869,30.0008525,,2025-09-15T16:57:21+00:00,2025-09-15T17:28:55.300000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002716,dsalex_5k_osrm-user-1680,31.2006412,29.9072007,,31.2605344,29.9841174,,2025-09-15T16:45:29+00:00,2025-09-15T17:20:58.100000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002717,dsalex_5k_osrm-user-4147,31.206951050000004,29.90926285,,31.2295883,29.9800533,,2025-09-15T16:39:51+00:00,2025-09-15T17:25:24.700000+00:00,5,3,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002718,dsalex_5k_osrm-user-1232,31.211978,29.9391881,,31.2487023,30.0117796,,2025-09-15T16:47:11+00:00,2025-09-15T17:22:02.300000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002719,dsalex_5k_osrm-user-5638,31.1932417,29.9015173,,31.2381062,29.9767533,,2025-09-15T16:51:49+00:00,2025-09-15T17:20:21.800000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002720,dsalex_5k_osrm-user-8874,31.2018205,29.9101858,,31.2535738,29.9976409,,2025-09-15T16:54:58+00:00,2025-09-15T17:30:41.700000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002721,dsalex_5k_osrm-user-8689,31.204472,29.9080738,,31.2276215,29.9797083,,2025-09-15T16:45:00+00:00,2025-09-15T17:28:39.200000+00:00,5,3,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002722,dsalex_5k_osrm-user-4634,31.213100119944738,29.926678088945295,,31.228016925350097,29.97220240277066,,2025-09-15T17:04:02+00:00,2025-09-15T17:19:16.700000+00:00,15,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002723,dsalex_5k_osrm-user-4491,31.2103982,29.8818928,,31.21646381388819,29.97011782026443,,2025-09-15T16:51:48+00:00,2025-09-15T17:22:56.400000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002724,dsalex_5k_osrm-user-3633,31.275877245882246,30.018922049699974,,31.1972718,29.9199565,,2025-09-15T16:43:14+00:00,2025-09-15T17:31:17.200000+00:00,15,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002725,dsalex_5k_osrm-user-2463,31.2449607,29.9655085,,31.2087958,29.9322384,,2025-09-15T16:52:35+00:00,2025-09-15T17:19:26.700000+00:00,10,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002726,dsalex_5k_osrm-user-1521,31.2328703,29.9466042,,31.1978724,29.909239,,2025-09-15T16:47:40+00:00,2025-09-15T17:14:45.200000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002727,dsalex_5k_osrm-user-7167,31.25706336945658,29.99295827654998,,31.189203,29.8976998,,2025-09-15T16:47:43+00:00,2025-09-15T17:23:11.200000+00:00,15,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002728,dsalex_5k_osrm-user-4293,31.2397069,29.9933271,,31.2041137,29.9114439,,2025-09-15T16:40:29+00:00,2025-09-15T17:22:15.300000+00:00,15,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002729,dsalex_5k_osrm-user-6554,31.270836158591464,30.012780914895153,,31.2346076,29.9752663,,2025-09-15T17:00:38+00:00,2025-09-15T17:28:03.400000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002730,dsalex_5k_osrm-user-5241,31.2398692,29.9652163,,31.1845759,29.901761,,2025-09-15T16:41:22+00:00,2025-09-15T17:22:29.400000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002731,dsalex_5k_osrm-user-5690,31.22962697234665,29.95080900480272,,31.217364,29.9696705,,2025-09-15T16:41:06+00:00,2025-09-15T17:16:53.900000+00:00,5,1,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002732,dsalex_5k_osrm-user-1253,31.198337930593635,29.913641723313987,,31.2303583,29.9650169,,2025-09-15T17:07:55+00:00,2025-09-15T17:22:36.700000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002733,dsalex_5k_osrm-user-4445,31.223002216642772,29.93996633634981,,31.188426,29.9161816,,2025-09-15T16:54:31+00:00,2025-09-15T17:19:06+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002734,dsalex_5k_osrm-user-3063,31.2462841,29.9758573,,31.1882203,29.8937586,,2025-09-15T16:44:29+00:00,2025-09-15T17:24:15.400000+00:00,5,2,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002735,dsalex_5k_osrm-user-9425,31.27945343613325,30.02287662324554,,31.202752,29.9320404,,2025-09-15T16:40:56+00:00,2025-09-15T17:24:32.100000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002736,dsalex_5k_osrm-user-5137,31.2258268,29.9408078,,31.1925356,29.8985772,,2025-09-15T16:48:21+00:00,2025-09-15T17:17:01.500000+00:00,5,2,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002737,dsalex_5k_osrm-user-2968,31.2083152,29.9348175,,31.2317465,29.9810256,,2025-09-15T16:57:46+00:00,2025-09-15T17:23:47.900000+00:00,5,1,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002738,dsalex_5k_osrm-user-4717,31.3096754,30.0620238,,31.2502463,29.9855371,,2025-09-15T17:00:49+00:00,2025-09-15T17:31:02.700000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002739,dsalex_5k_osrm-user-4047,31.2453332,29.989315,,31.1890768,29.9010409,,2025-09-15T16:50:10+00:00,2025-09-15T17:24:35.800000+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002740,dsalex_5k_osrm-user-6216,31.1959876,29.8977213,,31.2601434,29.9932873,,2025-09-15T17:00:40+00:00,2025-09-15T17:29:55.500000+00:00,5,1,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002741,dsalex_5k_osrm-user-6322,31.2258268,29.9408078,,31.2960113,30.0597779,,2025-09-15T16:52:40+00:00,2025-09-15T17:24:56+00:00,5,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002742,dsalex_5k_osrm-user-1267,31.196872843683426,29.89576831971533,,31.2256066,29.9785137,,2025-09-15T16:54:59+00:00,2025-09-15T17:30:09.100000+00:00,10,1,True,female,alex_5k_osrm
dsalex_5k_osrm-req-002743,dsalex_5k_osrm-user-4009,31.207083509675442,29.946460118051217,,31.2313371,29.9804838,,2025-09-15T16:53:13+00:00,2025-09-15T17:22:14.700000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002744,dsalex_5k_osrm-user-9470,31.2308718,29.9490473,,31.19340962297603,29.912186688953437,,2025-09-15T16:37:10+00:00,2025-09-15T17:16:29.400000+00:00,10,3,False,female,alex_5k_osrm
dsalex_5k_osrm-req-002745,dsalex_5k_osrm-user-1617,31.1985778,29.9108634,,31.2296651,29.9795839,,2025-09-15T16:59:03+00:00,2025-09-15T17:30:00.300000+00:00,5,2,True,male,alex_5k_osrm
dsalex_5k_osrm-req-002746,dsalex_5k_osrm-user-4118,31.2154155,29.9447672,,31.2514433,29.977017,,2025-09-15T16:53:13+00:00,2025-09-15T17:14:22.700000+00:00,5,2,False,male,alex_5k_osrm
dsalex_5k_osrm-req-002747,dsalex_5k_osrm-user-9836,31.1968263,29.903653,,31.2324751,29.9858734,,2025-09-15T17:00:26+00:00,2025-09-15T17:31:39.700000+00:00,5,1,True,male,alex_5k_osrm
